生效日期,证券代码,证券名称,证券英文名称,交易所,证监会行业分类代码,证监会行业分类名称,证监会行业分类英文名称,证监会行业分类代码(全),证监会行业分类名称(全),证监会行业分类英文名称(全)
2021/2/19,300790,宇瞳光学,"DongGuan YuTong Optical Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300791,仙乐健康,"Sirio Pharma Co., Ltd.",Shenzhen,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,300792,壹网壹创,HANGZHOU ONECHANCE TECH CORP.,Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,300793,佳禾智能,"Cosonic Intelligent Technologies Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300795,米奥会展,Zhejiang Meorient Commerce&Exhibition Inc.,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2021/2/19,300796,贝斯美,"BSM CHEMICAL CO., LTD.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,300797,钢研纳克,"NCS TESTING TECHNOLOGY CO., LTD.",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2021/2/19,300798,锦鸡股份,"Jiang Su Jin Ji Industrial Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,300799,左江科技,"Beijing Zuojiang Technology Co., Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300800,力合科技,"Lihe Technology (Hunan) Co., Ltd.",Shenzhen,C,制造业,Manufacturing,40,仪器仪表制造业,"Instrument, meter and stationery  manufacturing"
2021/2/19,300801,泰和科技,"Shandong Taihe Water Treatment Technologies CO.,Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,300802,矩子科技,"Jutze Intelligent Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300803,指南针,"Beijing Compass Technology Development Co., Ltd.",Shenzhen,J,金融业,Finance,69,其他金融业,Other financial industries
2021/2/19,300805,电声股份,"GUANGDONG BRANDMAX MARKETING CO.,LTD.",Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2021/2/19,300806,斯迪克,"Jiangsu Sidike New Materials Science & Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,29,橡胶和塑料制品业,Rubber and Plastic manufacturing
2021/2/19,300807,天迈科技,"Zhengzhou Tiamaes Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300808,久量股份,"Guangdong DP Co., Ltd.",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300809,华辰装备,"Hiecise Precision Equipment Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,300810,中科海讯,"Beijing Zhongkehaixun Digital S&T Co., Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300811,铂科新材,"POCO Holding Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300812,易天股份,"Shenzhen Etmade Automatic Equipment Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300813,泰林生物,"ZheJiangTailin Bioengineering Co.,Ltd",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300815,玉禾田,"EIT Environmental Development Group Co.,Ltd.",Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,78,公共设施管理业,Public facilities management
2021/2/19,300816,艾可蓝,"ActBlue Co., Ltd.",Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,77,生态保护和环境治理业,Ecological protection and environmentmanagement
2021/2/19,300817,双飞股份,"ZHE JIANG SFOILLESS BEARING CO.,LTD.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,300818,耐普矿机,"Jiangxi Naipu Mining Machinery and New Materials Co.,Ltd",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300819,聚杰微纤,"Jiangsu Jujie Microfiber Technology Group Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2021/2/19,300820,英杰电气,"Sichuan Injet Electric Co., Ltd.",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300821,东岳硅材,"Shandong Dongyue Organosilicon Materials Co., Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,300822,贝仕达克,"Shenzhen Bestek Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300823,建科机械,"TJK MACHINERY (TIANJIN) CO., LTD.",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300824,北鼎股份,"Shenzhen Crastal Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300825,阿尔特,"IAT Automobile Technology Co., Ltd.",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2021/2/19,300826,测绘股份,"NanJing Insititute of Surveying, Mapping & Geotechnical Investigation, Co.Ltd",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2021/2/19,300827,上能电气,"SINENG ELECTRIC CO.,LTD.",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300828,锐新科技,"Tianjin Ruixin Technology Co., Ltd",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2021/2/19,300829,金丹科技,"Henan Jindan Lactic Acid Technology Co., Ltd",Shenzhen,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,300830,金现代,"JinXianDai Information Industry Co,.Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300831,派瑞股份,"XI'AN PERI POWER SEMICONDUCTOR CONVERTING TECHNOLOGY CO.,LTD.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300832,新产业,"Shenzhen New Industries Biomedical Engineering Co., Ltd.",Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,300833,浩洋股份,"GUANGZHOU HAOYANG ELECTRONIC CO.,LTD.",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300835,龙磁科技,"SINOMAG TECHNOLOGY CO., LTD.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300836,佰奥智能,"Kunshan TopA Intelligent Equipment Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300837,浙矿股份,"Zhejiang ZheKuangHeavyIndustryCo.,LTD",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300838,浙江力诺,"Zhejiang Linuo Flow Control Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,40,仪器仪表制造业,"Instrument, meter and stationery  manufacturing"
2021/2/19,300839,博汇股份,"Ningbo Bohui Chemical Technology Co., Ltd",Shenzhen,C,制造业,Manufacturing,25,石油加工、炼焦及核燃料加工业,Oil processing and refining
2021/2/19,300840,酷特智能,"QING DAO KUTESMART CO.,LTD.",Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2021/2/19,300841,康华生物,"Chengdu Kanghua Biological Products Co., Ltd.",Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,300842,帝科股份,"Wuxi DK Electronic Materials Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300843,胜蓝股份,"Shenglan Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300845,捷安高科,"Zhengzhou J&T Hi-Tech Co.,Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300846,首都在线,"CAPITALONLINE DATA SERVICE CO.,LTD.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300847,中船汉光,"HG Technologies Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300848,美瑞新材,"Miracll Chemicals Co.,Ltd",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,300849,锦盛新材,"Zhejiang Jinsheng New Materials Co., Ltd.",Shenzhen,C,制造业,Manufacturing,29,橡胶和塑料制品业,Rubber and Plastic manufacturing
2021/2/19,300850,新强联,"Luoyang Xinqianglian Slewing Bearings Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,300851,交大思诺,"Beijing Jiaoda Signal Technology Co.,Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300852,四会富仕,"Sihui Fuji Electronics Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300853,申昊科技,"Hangzhou Shenhao Technology Co.,LTD.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,300855,图南股份,"Jiangsu ToLand Alloy Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,300856,科思股份,"Nanjing COSMOS Chemical Co., Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,300857,协创数据,"SHARETRONIC DATA TECHNOLOGY CO.,LTD.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300858,科拓生物,"Beijing Scitop Bio-tech Co., Ltd.",Shenzhen,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,300859,西域旅游,"WESTERN REGIONS TOURISM DEVELOPMENT CO.,LTD.",Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,78,公共设施管理业,Public facilities management
2021/2/19,300860,锋尚文化,"Beijing FengShangShiJi Culture Media Co., Ltd.",Shenzhen,R,文化、体育和娱乐业,Culture、sports and entertainment,87,文化艺术业,Culture and art
2021/2/19,300861,美畅股份,"Yangling Metron New Material Co., Ltd.",Shenzhen,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,300862,蓝盾光电,"ANHUI LANDUN PHOTOELECTRON CO.,LTD.",Shenzhen,C,制造业,Manufacturing,40,仪器仪表制造业,"Instrument, meter and stationery  manufacturing"
2021/2/19,300863,卡倍亿,"Ningbo KBE Electrical Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,300864,南大环境,"Academy of Environmental Planning and Design, Co.,Ltd. Nanjing University",Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,77,生态保护和环境治理业,Ecological protection and environmentmanagement
2021/2/19,300865,大宏立,"CHENGDU DAHONGLI MACHINERY CO.,LTD.",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300866,安克创新,"Anker Innovations Technology Co., Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300867,圣元环保,"Shengyuan Environmental Protection Co.,Ltd.",Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,77,生态保护和环境治理业,Ecological protection and environmentmanagement
2021/2/19,300868,杰美特,"SHENZHEN JAME TECHNOLOGY CORP., LTD.",Shenzhen,C,制造业,Manufacturing,29,橡胶和塑料制品业,Rubber and Plastic manufacturing
2021/2/19,300869,康泰医学,"CONTEC MEDICAL SYSTEMS CO., LTD.",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300870,欧陆通,"SHENZHEN HONOR ELECTRONIC CO., LTD.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300871,回盛生物,"WUHAN HVSEN BIOTECHNOLOGY CO., LTD.",Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,300872,天阳科技,"Tansun Technology Co.,Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300873,海晨股份,"Hichain Logistics Co.,Ltd.",Shenzhen,G,交通运输、仓储和邮政业,Transportation,59,仓储业,Storage
2021/2/19,300875,捷强装备,"Tianjin Jieqiang Equipments Co., LTD",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300876,蒙泰高新,"Guangdong Modern High-Tech Fiber Co., Ltd.",Shenzhen,C,制造业,Manufacturing,28,化学纤维制造业,Chemical fibres Manufacturing
2021/2/19,300877,金春股份,"AnHui Jinchun Nonwoven Co., Ltd.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2021/2/19,300878,维康药业,Zhejiang Wecome Pharmaceutical Company Limited,Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,300879,大叶股份,"Ningbo Daye Garden Machinery Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300880,迦南智能,"NINGBO JIANAN ELECTRONICS CO., LTD",Shenzhen,C,制造业,Manufacturing,40,仪器仪表制造业,"Instrument, meter and stationery  manufacturing"
2021/2/19,300881,盛德鑫泰,"Shengtak New Material Co., Ltd",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2021/2/19,300882,万胜智能,"Zhejiang Wellsun Intelligent Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,40,仪器仪表制造业,"Instrument, meter and stationery  manufacturing"
2021/2/19,300883,龙利得,"LD Intelligent Technology CO., Ltd",Shenzhen,C,制造业,Manufacturing,22,造纸及纸制品业,Paper making and paper products
2021/2/19,300884,狄耐克,"Dnake (Xiamen) Intelligent Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300885,海昌新材,"Yangzhou Seashine New Materials Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2021/2/19,300886,华业香料,"Anhui Hyea Aromas Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,300887,谱尼测试,"Pony Testing International Group Co., Ltd.",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2021/2/19,300888,稳健医疗,"Winner Medical Co., Ltd.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2021/2/19,300889,爱克股份,"Shenzhen EXC-LED Technology Co.,Ltd",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300890,翔丰华,"Shenzhen XFH Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,30,非金属矿物制品业,Non-metal mineral products
2021/2/19,300891,惠云钛业,"Guangdong Huiyun Titanium Industry Co., Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,300892,品渥食品,"Pinlive Foods Co., Ltd.",Shenzhen,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,300893,松原股份,"Zhejiang Songyuan Automotive Safety Systems Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,300894,火星人,"Marssenger Kitchenware Co., Ltd.",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300895,铜牛信息,"BEIJING TOPNEW INFO&TECH CO., LTD.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300896,爱美客,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300897,山科智能,"Hangzhou Seck Intelligent Technology Co.,Ltd",Shenzhen,C,制造业,Manufacturing,40,仪器仪表制造业,"Instrument, meter and stationery  manufacturing"
2021/2/19,300898,熊猫乳品,Panda Dairy Corporation.,Shenzhen,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,300899,上海凯鑫,Keysino Separation Technology Inc.,Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,77,生态保护和环境治理业,Ecological protection and environmentmanagement
2021/2/19,300900,广联航空,"Guanglian Aviation Industry Co., Ltd",Shenzhen,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,300901,中胤时尚,"ZHEJIANG ZOENN DESIGN CO., LTD.",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2021/2/19,300902,国安达,"GUOANDA CO.,LTD",Shenzhen,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,300903,科翔股份,"Guangdong Kingshine Electronic Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300905,宝丽迪,"Poly Plastic Masterbatch (SuZhou) Co.,Ltd",Shenzhen,C,制造业,Manufacturing,29,橡胶和塑料制品业,Rubber and Plastic manufacturing
2021/2/19,300906,日月明,"Jiangxi Everbright Measurement And Control Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,300907,康平科技,"Kangping Technology (Suzhou) Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,300908,仲景食品,"Zhongjing Food Co., Ltd.",Shenzhen,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,300909,汇创达,"SHENZHEN HUI CHUANG DA TECHNOLOGY CO., LTD.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300910,瑞丰新材,"Xinxiang Richful Lube Additive Co., Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,300911,亿田智能,"Zhejiang Entive Smart Kitchen Appliance Co., Ltd.",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300912,凯龙高科,"Kailong High Technology Co., Ltd.",Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,77,生态保护和环境治理业,Ecological protection and environmentmanagement
2021/2/19,300913,兆龙互连,"Zhejiang Zhaolong Interconnect Technology Co., Limited",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300915,海融科技,"Shanghai Hi-Road Food Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,300916,朗特智能,"Shenzhen Longtech Smart Control Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300917,特发服务,"Shenzhen SDG Service Co., Ltd.",Shenzhen,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,300918,南山智尚,"SHANDONG NANSHAN ZHISHANG SCI-TECH CO., LTD.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2021/2/19,300919,中伟股份,"CNGR Advanced Material Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300920,润阳科技,"Zhejiang Runyang New Material Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,29,橡胶和塑料制品业,Rubber and Plastic manufacturing
2021/2/19,300921,南凌科技,NOVA Technology Corporation Limited,Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,300922,天秦装备,"Qinhuangdao Tianqin Equipment Manufacturing Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,41,其他制造业,Other manufacturing
2021/2/19,300923,研奥股份,"Yeal Electric Co., Ltd",Shenzhen,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,300925,法本信息,"Shenzhen Farben Information Technology Co., Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300926,博俊科技,"Jiangsu Bojun Industrial Technology Co., Ltd",Shenzhen,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,300927,江天化学,"Nantong JiangTian Chemical Co., Ltd.",Shenzhen,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,300928,华安鑫创,"HAXC Holdings (Beijing) Co., Ltd.",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2021/2/19,300929,华骐环保,"Anhui Huaqi Environmental Protection&Technology Co.,Ltd.",Shenzhen,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,77,生态保护和环境治理业,Ecological protection and environmentmanagement
2021/2/19,300930,屹通新材,"Hang zhou Yitong New Materials Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,42,废弃资源综合利用业,Waste resources comprehensive utilization
2021/2/19,300931,通用电梯,"General Elevator Co., Ltd",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,300932,三友联众,Sanyou Corporation Limited,Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300933,中辰股份,"SINOSTAR CABLE CO., LTD.",Shenzhen,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,300935,盈建科,"Beijing YJK Building Software Co.,Ltd.",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300936,中英科技,"Changzhou Zhongying Science & Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300937,药易购,"SICHUAN HZ-YEG MEDICAL Co.,Ltd",Shenzhen,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,300938,信测标准,"EMTEK (Shenzhen) Co., Ltd.",Shenzhen,M,科学研究和技术服务业,scientific research and technology service,74,专业技术服务业,professional skill services
2021/2/19,300939,秋田微,"Shenzhen AV-Display Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300940,南极光,"SHEN ZHEN AUSTRALIS ELECTRONIC TECHNOLOGY CO.,LTD.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,300941,创识科技,"Chase Science Co.,Ltd",Shenzhen,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,65,软件和信息技术服务业,software and information technology service
2021/2/19,300942,易瑞生物,"Shenzhen Bioeasy Biotechnology Co.,Ltd",Shenzhen,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,300943,春晖智控,"Zhejiang Chunhui Intelligent Control Co.,Ltd",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2021/2/19,300945,曼卡龙,"MCLON JEWELLERY CO.,LTD.",Shenzhen,F,批发和零售业,Wholesale and retail,52,零售业,retail
2021/2/19,300946,恒而达,"Hengda New Materials (Fujian) Co., Ltd.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2021/2/19,300947,德必集团,Shanghai DOBE Cultural & Creative Industry Development (Group) Co.LTD.,Shenzhen,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2021/2/19,300999,金龙鱼,"Yihai Kerry Arawana Holdings Co., Ltd",Shenzhen,C,制造业,Manufacturing,13,农副食品加工业,Food processing
2021/2/19,600000,浦发银行,Shanghai Pudong Development Bank Co Ltd,Shanghai,J,金融业,Finance,66,货币金融服务,currency finance service
2021/2/19,600004,白云机场,Guangzhou Baiyun International Airport Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,56,航空运输业,Air transport
2021/2/19,600006,东风汽车,Dongfeng Automobile Co Ltd,Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600007,中国国贸,China World Trade Center Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600008,首创股份,Beijing Capital Co Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,46,水的生产和供应业,Tap water production and supply
2021/2/19,600009,上海机场,Shanghai International Airport Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,56,航空运输业,Air transport
2021/2/19,600010,包钢股份,Inner Mongolia Baotou Steel Union Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2021/2/19,600011,华能国际,Huaneng Power International Inc,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600012,皖通高速,Anhui Expressway Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,54,道路运输业,Highway transport
2021/2/19,600015,华夏银行,Hua Xia Bank Co Ltd,Shanghai,J,金融业,Finance,66,货币金融服务,currency finance service
