生效日期,证券代码,证券名称,证券英文名称,交易所,证监会行业分类代码,证监会行业分类名称,证监会行业分类英文名称,证监会行业分类代码(全),证监会行业分类名称(全),证监会行业分类英文名称(全)
2021/2/19,600016,民生银行,China Minsheng Banking Corp Ltd,Shanghai,J,金融业,Finance,66,货币金融服务,currency finance service
2021/2/19,600017,日照港,Rizhao Port Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,55,水上运输业,Waterway transport
2021/2/19,600018,上港集团,Shanghai International Port (Group) Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,55,水上运输业,Waterway transport
2021/2/19,600019,宝钢股份,Baoshan Iron &Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2021/2/19,600020,中原高速,Henan Zhongyuan Expressway Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,54,道路运输业,Highway transport
2021/2/19,600021,上海电力,Shanghai Electric Power Co Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600022,山东钢铁,SHANDONG IRON AND STEEL COMPANY LTD,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2021/2/19,600023,浙能电力,"Zhejiang Zheneng Electric Power Co., Ltd.",Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600025,华能水电,HuanengLancang River Hydropower Inc.,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600026,中远海能,"COSCO SHIPPING Energy Transportation Co., Ltd.",Shanghai,G,交通运输、仓储和邮政业,Transportation,55,水上运输业,Waterway transport
2021/2/19,600027,华电国际,Huadian Power International Corporation Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600028,中国石化,China Petroleum & Chemical Corporation,Shanghai,B,采矿业,Mining,7,石油和天然气开采业,Petroleum and natural gas extraction
2021/2/19,600029,南方航空,China Southern Airlines Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,56,航空运输业,Air transport
2021/2/19,600030,中信证券,CITIC Securities Co Ltd,Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600031,三一重工,Sany Heavy Industry Co Ltd,Shanghai,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,600033,福建高速,Fujian Expressway Development Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,54,道路运输业,Highway transport
2021/2/19,600035,楚天高速,Hubei Chutian Expressway Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,54,道路运输业,Highway transport
2021/2/19,600036,招商银行,China Merchants Bank Co Ltd,Shanghai,J,金融业,Finance,66,货币金融服务,currency finance service
2021/2/19,600037,歌华有线,Beijing Gehua CATV Network Co Ltd,Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,63,电信、广播电视和卫星传输传输服务,Telecom、Radio、television and Satellite transmission service
2021/2/19,600038,中直股份,"AVIC Helicopter Co.,Ltd.",Shanghai,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,600039,四川路桥,Sichuan Road&Bridge Co Ltd,Shanghai,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,600048,保利地产,"Poly Developments and Holdings Group Co., Ltd.",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600050,中国联通,China United Network Communications Co Ltd,Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,63,电信、广播电视和卫星传输传输服务,Telecom、Radio、television and Satellite transmission service
2021/2/19,600051,宁波联合,Ningbo United Group Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600052,浙江广厦,Zhejiang Guangsha Co Ltd,Shanghai,R,文化、体育和娱乐业,Culture、sports and entertainment,86,广播、电视、电影和影视录音制作业,"Broadcasting, movie and television"
2021/2/19,600053,九鼎投资,"Kunwu Jiuding Investment Holdings Co., Ltd",Shanghai,J,金融业,Finance,69,其他金融业,Other financial industries
2021/2/19,600054,黄山旅游,Huangshan Tourism Development Co Ltd,Shanghai,N,水利、环境和公共设施管理业,water conservancy、environment and Public facilities management,78,公共设施管理业,Public facilities management
2021/2/19,600055,万东医疗,"Beijing Wandong Medical Technology Co., Ltd.",Shanghai,C,制造业,Manufacturing,35,专用设备制造业,Special equiment manufacturing
2021/2/19,600056,中国医药,"China Meheco Co.,Ltd.",Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600057,厦门象屿,"Xiamen Xiangyu Co., Ltd.",Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2021/2/19,600058,五矿发展,Minmetals Development Co Ltd,Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600059,古越龙山,Zhejiang Guyuelongshan Shaoxing Wine Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2021/2/19,600060,海信视像,"Hisense Visual Technology Co., Ltd.",Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600061,国投资本,"SDIC Capital Co., Ltd",Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600062,华润双鹤,"CHINA RESOURCES DOUBLE-CRANE PHARMACEUTICAL CO.,LTD.",Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600063,皖维高新,Anhui Wanwei Updated High-Tech Material Industry Co Ltd,Shanghai,C,制造业,Manufacturing,28,化学纤维制造业,Chemical fibres Manufacturing
2021/2/19,600064,南京高科,NANJING GAOKE COMPANY LIMITED,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600066,宇通客车,Zhengzhou Yutong Bus Co Ltd,Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600067,冠城大通,Citychamp Dartong Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600068,葛洲坝,China Gezhouba Group Co Ltd,Shanghai,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,600070,浙江富润,Zhejiang Furun Co Ltd,Shanghai,I,信息传输、软件和信息技术服务业,information transmission、software and information technology service,64,互联网和相关服务,internet and related service
2021/2/19,600071,凤凰光学,Phoenix Optical Co Ltd,Shanghai,C,制造业,Manufacturing,40,仪器仪表制造业,"Instrument, meter and stationery  manufacturing"
2021/2/19,600072,中船科技,"CSSC Science & Technology Co., Ltd",Shanghai,E,建筑业,Construction,48,土木工程建筑业,Civil engineering works construction
2021/2/19,600073,上海梅林,Shanghai Maling Aquarius Co Ltd,Shanghai,C,制造业,Manufacturing,14,食品制造业,Foodstuff manufacturing
2021/2/19,600075,新疆天业,Xinjiang Tianye Co Ltd,Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600076,康欣新材,"Kangxin New Materials Co.,Ltd",Shanghai,C,制造业,Manufacturing,20,木材加工及木、竹、藤、棕、草制品业,"Timber processing and bamboo, cane, palm, straw products"
2021/2/19,600077,宋都股份,"Sundy Land Investment Co., Ltd",Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600078,澄星股份,Jiangsu Chengxing Phosph-Chemical Co Ltd,Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600079,人福医药,"Humanwell Healthcare (Group) Co., Ltd.",Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600080,ST金花,Ginwa Enterprise (Group) Inc,Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600081,东风科技,Dongfeng Electronic Technology Co Ltd,Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600082,海泰发展,Tianjin Hi-Tech Development Co Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600083,*ST博信,"Guangdong Boxin Investing & Holdings Co.,Ltd",Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600084,ST中葡,"CITIC Guoan Wine Co.,Ltd",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2021/2/19,600085,同仁堂,Beijing Tongrentang Co Ltd,Shanghai,C,制造业,Manufacturing,27,医药制造业,Medicine manufacturing
2021/2/19,600086,退市金钰,"Eastern Gold Jade Co., Ltd.",Shanghai,C,制造业,Manufacturing,41,其他制造业,Other manufacturing
2021/2/19,600088,中视传媒,China Television Media Ltd,Shanghai,R,文化、体育和娱乐业,Culture、sports and entertainment,86,广播、电视、电影和影视录音制作业,"Broadcasting, movie and television"
2021/2/19,600089,特变电工,TBEA Co Ltd,Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600090,*ST济堂,"XIN JIANG READY HEALTH INDUSTRY Co.,Ltd.",Shanghai,F,批发和零售业,Wholesale and retail,51,批发业,Wholesale
2021/2/19,600091,ST明科,Baotou Tomorrow Technology Co Ltd,Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600093,易见股份,"Easysight Supply Chain Management Co.,Ltd.",Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2021/2/19,600094,大名城,Greattown Holdings Ltd,Shanghai,K,房地产业,Real estate,70,房地产业,Real estate
2021/2/19,600095,湘财股份,"XIANGCAI CO.,LTD",Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600096,云天化,Yunnan Yuntianhua Co Ltd,Shanghai,C,制造业,Manufacturing,26,化学原料及化学制品制造业,Chemical material and products manufacturing
2021/2/19,600097,开创国际,"Shanghai Kaichuang Marine International Co.,Ltd",Shanghai,A,农、林、牧、渔业,"Agriculture, forestry, livestock farming, fishery",4,渔业,Fishery
2021/2/19,600098,广州发展,Guangzhou Development Group Incorporated,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600099,林海股份,Linhai Co Ltd,Shanghai,C,制造业,Manufacturing,37,铁路、船舶、航空航天和其它运输设备制造业,Railway、Ship、Aircraft and spacecraft and Other traffic equipment manufacturing
2021/2/19,600100,同方股份,Tsinghua Tongfang Co Ltd,Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600101,明星电力,Sichuan Mingxing Electric Power Co Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600103,青山纸业,Fujian Qingshan Paper Industry Co Ltd,Shanghai,C,制造业,Manufacturing,22,造纸及纸制品业,Paper making and paper products
2021/2/19,600104,上汽集团,SAIC Motor Co Ltd,Shanghai,C,制造业,Manufacturing,36,汽车制造业,Automobile manufacturing
2021/2/19,600105,永鼎股份,"Jiangsu Etern Co.,Ltd",Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600106,重庆路桥,Chongqing Road & Bridge Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,54,道路运输业,Highway transport
2021/2/19,600107,美尔雅,"Hubei Mailyard Share Co.,Ltd",Shanghai,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2021/2/19,600108,亚盛集团,Gansu Yasheng Industrial (Group) Co Ltd,Shanghai,A,农、林、牧、渔业,"Agriculture, forestry, livestock farming, fishery",1,农业,Agriculture
2021/2/19,600109,国金证券,Sinolink Securities Co. Ltd.,Shanghai,J,金融业,Finance,67,资本市场服务,capital market service
2021/2/19,600110,诺德股份,"Nuode Investment Co.,Ltd.",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,600111,北方稀土,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2021/2/19,600112,ST天成,"Guizhou Changzheng Tiancheng Holding Co.,Ltd",Shanghai,C,制造业,Manufacturing,38,电气机械及器材制造业,Electric equipment and parts manufacturing
2021/2/19,600113,浙江东日,Zhejiang Dongri Co Ltd,Shanghai,L,租赁和商务服务业,Leasing and commerce service,72,商务服务业,commerce service
2021/2/19,600114,东睦股份,Ningbo Tongmuo New Material Group Co Ltd,Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2021/2/19,600115,东方航空,China Eastern Airlines Corp Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,56,航空运输业,Air transport
2021/2/19,600116,三峡水利,Chongqing Three Gorges Water Conservancy and Electric Power Co Ltd,Shanghai,D,电力、热力、燃气及水的生产和供应业,Utilities,44,电力、热力生产和供应业,"Electric power, steam and hot water production and supply"
2021/2/19,600117,西宁特钢,Xining Special Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2021/2/19,600118,中国卫星,China Spacesat Co Ltd,Shanghai,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2021/2/19,600119,ST长投,Y.U.D. Yangtze River Investment Industry Co Ltd,Shanghai,G,交通运输、仓储和邮政业,Transportation,54,道路运输业,Highway transport
